24908	所属科室	147
23690	相关疾病	23498
25183	不良反应	24710
19819	相关疾病	19829
15241	菜谱	921
3558	宜吃	175
18059	护理	18064
11958	菜谱	11981
5070	常见症状	5072
11962	忌吃	301
10670	菜谱	1138
3727	宜吃	173
25531	相关疾病	912
1975	简介	1991
21344	所属科室	554
19383	所属科室	146
18835	介绍	18871
11558	空	61
23829	注意事项	23833
21393	分析结果	18629
18324	所属科室	675
1060	护理	1068
11231	宜吃	408
13579	治疗方式	67
6391	宜吃	203
25313	相关科室	1221
6234	所属科室	62
25754	治疗方式	67
1827	提示	621
15577	菜谱	2334
9213	忌吃	205
6300	挂号科室	1802
2464	空	61
26430	忌吃	302
13322	护理	13327
24892	相关检查	24896
19499	所属科室	810
8435	挂号科室	363
24051	分析结果	18611
11367	空	11330
9614	护理	9622
17394	挂号科室	3885
9086	空	61
14585	菜谱	446
5280	宜吃	81
4254	好发人群	1517
14758	菜谱	805
26918	相关症状	1061
23952	分析结果	18629
26220	常见并发症	939
25403	适用性别	12
3423	菜谱	3432
16328	忌吃	1950
20997	所属科室	364
18471	治疗方式	67
15930	治疗方式	15934
7760	常见并发症	4663
17455	宜吃	409
13857	忌吃	648
21235	菜谱	24109
22200	所属科室	362
14534	所属科室	2476
13282	宜吃	241
23664	相关疾病	1305
12717	挂号科室	251
8632	所属科室	6271
22203	所属科室	146
3398	常见并发症	3383
2780	忌吃	103
13140	菜谱	198
17725	常见并发症	5023
6480	常见症状	6483
733	好发人群	764
9843	忌吃	276
17501	常见并发症	2420
18351	常见并发症	4176
23802	忌吃	102
12317	忌吃	12324
10417	宜吃	173
16728	常用药品	16733
15243	空	61
19256	所属科室	2605
4046	忌吃	206
11167	别名	11180
5094	所属科室	251
24781	挂号科室	12886
10606	挂号科室	4317
25605	相关疾病	6950
13172	空	61
2244	菜谱	264
23227	空	68
9265	菜谱	1792
4340	好发人群	4343
11361	常见并发症	1599
7280	菜谱	3104
12626	宜吃	1018
18823	空	42
19611	忌吃	595
16618	所属科室	554
25403	正常值（分析结果）	1405
13013	菜谱	1985
26220	空	68
9253	空	61
9453	所属科室	364
12361	常见并发症	912
18727	相关症状	18739
9413	是否医保	114
18784	菜谱	21042
6378	菜谱	1437
21209	护理	23000
4734	忌吃	299
5985	宜吃	409
19552	护理	20380
12233	宜吃	240
17248	常用药品	551
15013	费用	23563
4865	菜谱	232
48	所属科室	146
775	是否医保	114
2049	提示	2051
16100	好发人群	436
17995	忌吃	383
8072	常见并发症	8080
21425	费用	1400
4502	忌吃	383
20972	宜吃	408
17631	常见并发症	1384
21504	相关疾病	20994
6870	宜吃	240
10032	好发人群	517
26952	相关科室	26492
16529	常用药品	16532
3024	宜吃	173
12103	常用检查	12105
18318	常见并发症	18322
1960	忌吃	1973
6323	护理	6332
8232	菜谱	8242
11330	常见症状	11339
23420	不良反应	19825
869	所属科室	146
10812	别名	10836
6188	忌吃	299
18149	常用检查	18153
2587	宜吃	97
14322	常见症状	14323
1754	宜吃	408
21678	空	42
15536	忌吃	1034
4850	费用	1130
13610	所属科室	364
19071	检查分类	19082
14852	菜谱	11981
17427	常用药品	17433
12844	提示	621
25403	检查分类	25242
6323	提示	6324
7325	菜谱	7337
20708	费用	7817
10025	挂号科室	148
23719	好发人群	23740
19199	常见并发症	12034
19828	常见并发症	11941
11424	护理	11432
27063	相关疾病	27069
9184	宜吃	543
13973	好发人群	13976
10588	护理	497
6448	护理	6452
19700	提示	19705
21140	空	210
11627	忌吃	301
15936	提示	15937
2519	忌吃	333
4247	菜谱	917
17897	常见并发症	17901
19498	忌吃	455
20062	所属科室	1802
11764	宜吃	333
13387	挂号科室	2081
552	空	61
14956	菜谱	2090
10683	所属科室	146
26707	正常值	26709
16750	宜吃	81
22117	相关检查	22123
15138	菜谱	445
17191	护理	660
17141	菜谱	2129
11209	宜吃	1341
17926	菜谱	3022
12281	宜吃	24684
4106	忌吃	23212
369	费用	1313
21608	宜吃	1162
11803	提示	25773
23760	分析结果	18628
14700	菜谱	3335
13960	挂号科室	3806
17700	忌吃	84
10780	好发人群	10783
1711	治疗方式	67
10713	所属科室	364
8001	好发人群	517
20659	相关疾病	20708
27063	别名	27074
18597	正常值	18600
13550	所属科室	251
14646	常用检查	14649
2587	菜谱	229
12611	宜吃	82
23760	阳性（分析结果）	23766
13644	所属科室	1803
9659	护理	1254
18886	空	210
6147	空	6074
20278	相关疾病	20280
4850	菜谱	902
6552	菜谱	708
2475	好发人群	2478
9283	提示	9284
6639	简介	6640
6782	宜吃	275
5581	提示	621
19071	相关疾病	19080
25977	相关疾病	25960
17830	常见并发症	2533
1945	护理	26847
4421	菜谱	4429
7065	菜谱	487
23530	不良反应	24710
25239	相关疾病	25247
8212	所属科室	146
16836	菜谱	16847
24181	相关科室	19190
13081	空	68
25310	相关科室	4290
14295	菜谱	443
19975	不适宜人群	19805
7737	宜吃	275
1781	菜谱	6208
22481	所属科室	576
16202	常用药品	16208
2436	空	1521
7694	常见并发症	7698
20229	所属科室	933
10245	常用检查	10247
21608	所属科室	2476
3862	忌吃	724
3394	忌吃	103
14208	菜谱	630
1862	忌吃	3242
20357	常见症状	22107
3260	护理	646
22823	菜谱	1327
16093	常用药品	16098
16786	空	68
4389	忌吃	240
6453	菜谱	1236
10337	挂号科室	51
17768	忌吃	102
20911	忌吃	301
1820	提示	1823
4331	挂号科室	1061
21343	所属科室	146
21249	菜谱	21261
19079	费用	1130
11103	治疗方式	67
26541	菜谱	1794
8203	忌吃	241
26534	阴性（分析结果）	26546
27063	专科分类	19006
11958	挂号科室	3806
599	菜谱	135
6742	治疗方式	3450
8291	常用检查	8294
6914	菜谱	6935
16706	治疗方式	1233
25581	相关疾病	25593
12336	忌吃	98
1781	菜谱	4913
24532	不良反应	19493
10025	宜吃	173
2026	忌吃	303
7767	忌吃	84
3981	菜谱	2172
22463	检查分类	2679
15323	菜谱	2198
24190	常见并发症	15978
8173	菜谱	2793
19826	好发人群	19836
15727	空	68
13490	常用药品	13494
17005	菜谱	355
21336	空	43
26275	忌吃	103
14774	菜谱	2172
13201	好发人群	829
25590	治疗方式	67
18953	常用检查	18963
13387	治疗方式	227
26691	空	26084
17214	常用药品	25158
8428	菜谱	355
18692	忌吃	206
20168	菜谱	6562
9576	菜谱	8918
6	空	61
10756	提示	10757
12616	护理	646
18433	常见并发症	18436
7792	常见症状	7796
12626	所属科室	117
7443	常见并发症	7448
1693	所属科室	5606
14030	忌吃	102
18156	菜谱	446
16765	菜谱	1794
2189	常见并发症	2141
18415	忌吃	202
24886	不适宜人群	24316
7084	提示	7085
6565	好发人群	6568
17579	提示	17581
26434	空	42
18291	忌吃	84
23760	不良反应	19493
9048	常用药品	9055
19876	宜吃	84
913	菜谱	965
12457	菜谱	708
10547	菜谱	7259
8291	费用	776
14383	费用	14692
2450	菜谱	2461
11993	空	61
11847	菜谱	429
4972	宜吃	301
14883	常见症状	14885
16760	菜谱	16318
13952	菜谱	708
11957	空	11958
6793	空	438
8830	菜谱	804
20257	宜吃	97
5177	菜谱	973
24365	相关检查	24375
9462	常见症状	9464
19890	适用性别	12
3955	好发人群	3959
16706	好发人群	16741
8088	空	61
15296	空	61
26084	相关疾病	26099
7807	治疗方式	7813
14554	常见症状	14639
1573	菜谱	1608
21769	注意事项	20856
15552	常见并发症	862
26274	菜谱	26293
1221	菜谱	267
5144	常用检查	5147
24905	所属科室	2605
26221	空	210
25144	相关疾病	19580
7532	菜谱	1846
1598	菜谱	10743
24342	临床意义	24345
20892	所属科室	2704
2900	忌吃	102
24335	阴性（分析结果）	24340
8232	常见并发症	8239
3689	菜谱	11981
13588	所属科室	364
11864	常见症状	11866
2101	治疗方式	227
5967	挂号科室	212
20407	所属科室	553
939	常见并发症	757
22323	阳性（分析结果）	22330
1110	忌吃	102
7826	所属科室	338
8536	护理	8543
13071	忌吃	455
18790	空	210
12034	常用药品	12038
15333	常见并发症	15339
17375	忌吃	81
21281	相关科室	14147
20565	空	68
1312	菜谱	1326
4972	忌吃	301
9235	忌吃	203
15948	宜吃	173
17502	常见并发症	17529
662	宜吃	301
12626	提示	12627
23886	忌吃	242
8058	忌吃	103
12348	常见并发症	2442
3620	所属科室	146
599	所属科室	553
16600	宜吃	301
20871	注意事项	19491
21133	常用检查	21166
7746	挂号科室	251
20823	分析结果	18629
11361	好发人群	14568
1864	挂号科室	885
22825	护理	372
3423	菜谱	86
6275	空	61
25742	检查过程	25747
13686	宜吃	240
1712	所属科室	51
25751	空	61
4676	治疗方式	1042
11449	常用药品	11457
5363	常见症状	5366
11658	常见症状	11670
19079	菜谱	19092
793	菜谱	11326
5363	宜吃	3523
23853	费用	23859
20875	菜谱	4741
6850	所属科室	364
2533	宜吃	100
2982	空	68
14179	常用检查	14182
5705	费用	459
8732	常见并发症	3689
24078	别名	24120
12571	宜吃	176
13071	菜谱	1832
10493	常见并发症	10506
19826	菜谱	163
4987	常见症状	7864
22157	是否医保	114
4756	空	2097
5581	忌吃	475
15788	常见症状	15790
4116	相关疾病	4120
12603	所属科室	1523
2646	空	61
6032	菜谱	6047
2847	菜谱	2858
17905	常见并发症	17921
18112	好发人群	3897
25742	阳性（分析结果）	25757
13872	空	68
1611	宜吃	1341
22949	分析结果	18629
4005	常见并发症	4009
2342	忌吃	101
9048	挂号科室	337
20357	忌吃	103
5144	菜谱	427
13999	宜吃	301
15109	费用	253
18243	菜谱	4737
23656	正常值	21328
3398	空	68
4399	所属科室	1523
875	忌吃	301
10865	费用	253
5415	常见症状	5417
4763	菜谱	1812
22787	正常值（分析结果）	1405
20743	不适宜人群	18774
12652	空	61
17299	费用	846
3727	所属科室	146
11376	菜谱	11385
13501	菜谱	1601
8072	治疗方式	3518
9349	忌吃	303
5674	常用药品	5679
15224	所属科室	554
18221	治疗方式	18237
12541	菜谱	2538
5309	宜吃	205
23801	常用药品	23806
16645	常见并发症	7838
14208	忌吃	455
2773	常用药品	2778
15514	常用药品	15521
15838	常见并发症	15842
23970	注意事项	23974
481	宜吃	275
6527	挂号科室	1523
9218	空	68
10338	宜吃	1213
4046	常用检查	4052
20658	所属科室	810
2307	护理	2317
8794	护理	2394
17597	菜谱	17609
6163	挂号科室	212
22166	忌吃	205
7429	菜谱	10633
13897	菜谱	8005
25278	相关疾病	19302
19690	相关疾病	19697
3928	好发人群	3935
884	所属科室	885
8015	菜谱	2167
26568	常见并发症	218
8353	宜吃	81
26482	专科分类	19006
1035	所属科室	147
2773	常见并发症	2086
1827	所属科室	146
22058	所属科室	18989
11237	菜谱	708
7681	护理	7688
12088	忌吃	103
18781	空	61
246	正常值	18766
9253	菜谱	2197
8608	常用药品	8614
12962	菜谱	2196
20406	治疗方式	2807
17308	菜谱	6710
20057	空	68
3202	忌吃	204
2041	空	68
23978	宜吃	175
20978	提示	22640
13443	空	862
9901	所属科室	148
19799	空	43
9375	所属科室	1061
25168	所属科室	212
17375	菜谱	506
18781	护理	1119
21358	治疗方式	21369
22888	常用检查	23081
25598	空	210
18166	常见症状	18181
25113	不良反应	24710
27068	挂号科室	1061
26422	相关科室	126
5280	费用	1130
18389	菜谱	9075
4473	菜谱	266
14401	忌吃	302
13380	宜吃	205
2277	费用	365
8164	提示	16
4441	提示	4443
1937	所属科室	1524
6742	所属科室	338
18194	费用	7793
16926	护理	2032
18277	忌吃	203
5642	菜谱	267
19830	挂号科室	387
